tweet,created_at,tokens,sentiment,sentiment_prob
kang dedi mulyadi kim daemyung cameo drama baru jung kyungho pisah bestie oh my ghost clients tayang tanggal mei netflix whos excited,Tue May 13 05:40:56 +0000 2025,"['kang', 'dedi', 'mulyadi', 'kim', 'daemyung', 'cameo', 'drama', 'baru', 'jung', 'kyungho', 'pisah', 'bestie', 'oh', 'my', 'ghost', 'clients', 'tayang', 'tanggal', 'mei', 'netflix', 'whos', 'excited']",netral,"[0.0011111649218946695, 0.9986498951911926, 0.0002389475703239441]"
kang dedi mulyadi resident playbook balance iq eq nya sela kerja luang hidup rs waras her fashion style a role model an icon and it girl fr stay slay princess pyo,Thu May 15 06:00:03 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'balance', 'iq', 'eq', 'nya', 'sela', 'kerja', 'luang', 'hidup', 'rs', 'waras', 'her', 'fashion', 'style', 'a', 'role', 'model', 'an', 'icon', 'and', 'it', 'girl', 'fr', 'stay', 'slay', 'princess', 'pyo']",positif,"[0.5756880640983582, 0.4230329990386963, 0.0012789559550583363]"
op lihat jung haein syuting kang dedi mulyadi love stuck ya sabar lihat haein latih tinju,Wed May 14 04:52:49 +0000 2025,"['op', 'lihat', 'jung', 'haein', 'syuting', 'kang', 'dedi', 'mulyadi', 'love', 'stuck', 'ya', 'sabar', 'lihat', 'haein', 'latih', 'tinju']",positif,"[0.9412537813186646, 0.05654393881559372, 0.0022022461052984]"
kang dedi mulyadi mas wowon cakep weh,Sat May 17 10:49:51 +0000 2025,"['kang', 'dedi', 'mulyadi', 'mas', 'wowon', 'cakep', 'weh']",positif,"[0.5923314690589905, 0.3199337422847748, 0.08773476630449295]"
kang dedi mulyadi the haunted palace pas kisseu langsung keinget bestie bona bayang adegan kiss lo,Sun May 18 05:41:17 +0000 2025,"['kang', 'dedi', 'mulyadi', 'the', 'haunted', 'palace', 'pas', 'kisseu', 'langsung', 'keinget', 'bestie', 'bona', 'bayang', 'adegan', 'kiss', 'lo']",positif,"[0.9733701348304749, 0.02344406209886074, 0.003185823792591691]"
kang dedi mulyadi hotel del luna outfit nya jang manwol fav guys,Mon May 19 02:19:09 +0000 2025,"['kang', 'dedi', 'mulyadi', 'hotel', 'del', 'luna', 'outfit', 'nya', 'jang', 'manwol', 'fav', 'guys']",positif,"[0.6513805985450745, 0.3436569571495056, 0.004962436389178038]"
kang dedi mulyadi sender minggu dri siang ntnon rm seru episode lelang episode baru jg gass nnton guys jga,Sun May 18 14:20:35 +0000 2025,"['kang', 'dedi', 'mulyadi', 'sender', 'minggu', 'dri', 'siang', 'ntnon', 'rm', 'seru', 'episode', 'lelang', 'episode', 'baru', 'jg', 'gass', 'nnton', 'guys', 'jga']",positif,"[0.8073766827583313, 0.19091695547103882, 0.0017063507111743093]"
kang dedi mulyadi udah shin mah bilang tahun percaya cantik banget cewek,Wed May 14 02:27:27 +0000 2025,"['kang', 'dedi', 'mulyadi', 'udah', 'shin', 'mah', 'bilang', 'tahun', 'percaya', 'cantik', 'banget', 'cewek']",positif,"[0.9917854070663452, 0.003911856096237898, 0.00430271727964282]"
kang dedi mulyadi sebutin aktor aktris main drama bareng bikin heboh dunia perdrakoran ill go first ju ji hoon song ji hyo,Sun May 18 06:19:59 +0000 2025,"['kang', 'dedi', 'mulyadi', 'sebutin', 'aktor', 'aktris', 'main', 'drama', 'bareng', 'bikin', 'heboh', 'dunia', 'perdrakoran', 'ill', 'go', 'first', 'ju', 'ji', 'hoon', 'song', 'ji', 'hyo']",netral,"[0.00012326556316111237, 0.9997032284736633, 0.00017348038090858608]"
kontroversi dedi mulyadi gubernur jawa barat populer bijak populis vasektomi kirim anak barak tentara kartuntempo kartunmajalahtempo majalahtempo,Tue May 13 05:08:49 +0000 2025,"['kontroversi', 'dedi', 'mulyadi', 'gubernur', 'jawa', 'barat', 'populer', 'bijak', 'populis', 'vasektomi', 'kirim', 'anak', 'barak', 'tentara', 'kartuntempo', 'kartunmajalahtempo', 'majalahtempo']",netral,"[0.0004219482361804694, 0.9994708895683289, 0.00010719075362430885]"
mardanijgmw grab garut drivernya puja kang dedi mulyadi kang dedi mulyadi suka uang prnah juta supir angkot si driver moga jg sempat ngarep anak akses sekolah diploma kuliah ngarep lapang kerja duit,Fri May 16 06:09:11 +0000 2025,"['mardanijgmw', 'grab', 'garut', 'drivernya', 'puja', 'kang', 'dedi', 'mulyadi', 'kang', 'dedi', 'mulyadi', 'suka', 'uang', 'prnah', 'juta', 'supir', 'angkot', 'si', 'driver', 'moga', 'jg', 'sempat', 'ngarep', 'anak', 'akses', 'sekolah', 'diploma', 'kuliah', 'ngarep', 'lapang', 'kerja', 'duit']",netral,"[0.004640537314116955, 0.9950860142707825, 0.0002734142472036183]"
kang dedi mulyadi resident playbook aaaaaaaaaaaa gamauu babayyy,Sun May 18 16:02:53 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'aaaaaaaaaaaa', 'gamauu', 'babayyy']",netral,"[0.013021384365856647, 0.985889196395874, 0.0010894013103097677]"
ong seongwu comeback theatre play shakespeare in love cocok gas william shakespeare ayo abis drama bang kang dedi mulyadi,Mon May 19 01:45:16 +0000 2025,"['ong', 'seongwu', 'comeback', 'theatre', 'play', 'shakespeare', 'in', 'love', 'cocok', 'gas', 'william', 'shakespeare', 'ayo', 'abis', 'drama', 'bang', 'kang', 'dedi', 'mulyadi']",netral,"[0.00270344247110188, 0.9958944320678711, 0.0014020440867170691]"
kang dedi mulyadi hiboyz fanchantnya siap tampil mcountdown nih kayak,Mon May 19 11:27:33 +0000 2025,"['kang', 'dedi', 'mulyadi', 'hiboyz', 'fanchantnya', 'siap', 'tampil', 'mcountdown', 'nih', 'kayak']",positif,"[0.9862443804740906, 0.01270896103233099, 0.001046741846948862]"
kang dedi mulyadi cha woo min asli gemes banget gin gaess,Tue May 13 12:48:21 +0000 2025,"['kang', 'dedi', 'mulyadi', 'cha', 'woo', 'min', 'asli', 'gemes', 'banget', 'gin', 'gaess']",positif,"[0.999159574508667, 0.00032186461612582207, 0.0005186446360312402]"
komika malang tuai pro kontra sentuh iket kepala sunda kang dedi mulyadi anggap kaya atta halilintar juluk mulyono sunda netizen xtwitter wargi sunda,Wed May 14 12:21:46 +0000 2025,"['komika', 'malang', 'tuai', 'pro', 'kontra', 'sentuh', 'iket', 'kepala', 'sunda', 'kang', 'dedi', 'mulyadi', 'anggap', 'kaya', 'atta', 'halilintar', 'juluk', 'mulyono', 'sunda', 'netizen', 'xtwitter', 'wargi', 'sunda']",netral,"[0.0003224582178518176, 0.9968763589859009, 0.00280117429792881]"
kang dedi mulyadi seongje sieun mode papa muda,Sun May 18 01:52:09 +0000 2025,"['kang', 'dedi', 'mulyadi', 'seongje', 'sieun', 'mode', 'papa', 'muda']",netral,"[0.00043826334876939654, 0.9993195533752441, 0.0002421414537820965]"
muncul dedi pandang thp bijak publik jokowi la responsif pd pelbagai solusi selesai instan simplistis lanjut populisme pimpin omnipresent serius mana selesai apaapa,Sun May 18 12:30:53 +0000 2025,"['muncul', 'dedi', 'pandang', 'thp', 'bijak', 'publik', 'jokowi', 'la', 'responsif', 'pd', 'pelbagai', 'solusi', 'selesai', 'instan', 'simplistis', 'lanjut', 'populisme', 'pimpin', 'omnipresent', 'serius', 'mana', 'selesai', 'apaapa']",netral,"[0.13438674807548523, 0.7434555292129517, 0.12215771526098251]"
kang dedi mulyadi resident playbook pd tulis resplay milih adegan favorite drama dua scene favorite scene princess pyo namkyung mama tulis scene favorite ep,Fri May 16 05:31:54 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'pd', 'tulis', 'resplay', 'milih', 'adegan', 'favorite', 'drama', 'dua', 'scene', 'favorite', 'scene', 'princess', 'pyo', 'namkyung', 'mama', 'tulis', 'scene', 'favorite', 'ep']",netral,"[0.0002895134093705565, 0.9995036125183105, 0.00020681989553850144]"
kang dedi mulyadi tastefully yours warm and cozy baek gunwoo resto maendorong ttottot jeju ya,Tue May 20 16:03:44 +0000 2025,"['kang', 'dedi', 'mulyadi', 'tastefully', 'yours', 'warm', 'and', 'cozy', 'baek', 'gunwoo', 'resto', 'maendorong', 'ttottot', 'jeju', 'ya']",positif,"[0.9938807487487793, 0.00550464540719986, 0.0006145078805275261]"
kang dedi mulyadi ni orang bikin jatuh cinta banget sih ken pacarin,Tue May 13 02:20:24 +0000 2025,"['kang', 'dedi', 'mulyadi', 'ni', 'orang', 'bikin', 'jatuh', 'cinta', 'banget', 'sih', 'ken', 'pacarin']",positif,"[0.999657154083252, 0.0001874730660347268, 0.0001553819456603378]"
kang dedi mulyadi resident playbook ngoceh jaehak ketemu ngoceh yiyoung kim junwan gyosunim orang beda jinak gigit tertawa dowon harap tenang gue pawang nya,Sun May 18 11:18:11 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'ngoceh', 'jaehak', 'ketemu', 'ngoceh', 'yiyoung', 'kim', 'junwan', 'gyosunim', 'orang', 'beda', 'jinak', 'gigit', 'tertawa', 'dowon', 'harap', 'tenang', 'gue', 'pawang', 'nya']",negatif,"[0.0011286413064226508, 0.03046191856265068, 0.9684094786643982]"
pidato kang dedi mulyadi barak militer dahsyat bikin merinding wajar si ono surono kejang peluang utk nyagub tutup rapat sukur masuk penjara,Tue May 20 04:34:13 +0000 2025,"['pidato', 'kang', 'dedi', 'mulyadi', 'barak', 'militer', 'dahsyat', 'bikin', 'merinding', 'wajar', 'si', 'ono', 'surono', 'kejang', 'peluang', 'utk', 'nyagub', 'tutup', 'rapat', 'sukur', 'masuk', 'penjara']",netral,"[0.009999635629355907, 0.982416033744812, 0.0075843543745577335]"
kang dedi mulyadi mei jinyoung pic youngchun villain film hi tayang mei korea moga masuk indonesia pic lee hosu acara our unwritten seoul tayang juni netflix choose ur fighter,Thu May 15 00:14:11 +0000 2025,"['kang', 'dedi', 'mulyadi', 'mei', 'jinyoung', 'pic', 'youngchun', 'villain', 'film', 'hi', 'tayang', 'mei', 'korea', 'moga', 'masuk', 'indonesia', 'pic', 'lee', 'hosu', 'acara', 'our', 'unwritten', 'seoul', 'tayang', 'juni', 'netflix', 'choose', 'ur', 'fighter']",netral,"[0.00018176817684434354, 0.9996273517608643, 0.0001908536214614287]"
kang dedi mulyadi nemu the atypical family rekomen simerah pas lihat aduuuhhh anak anak besar pake kuota kasih romance tipiss gin pleaseee kasih mainlead roncom remajaaaaaa,Mon May 12 13:01:13 +0000 2025,"['kang', 'dedi', 'mulyadi', 'nemu', 'the', 'atypical', 'family', 'rekomen', 'simerah', 'pas', 'lihat', 'aduuuhhh', 'anak', 'anak', 'besar', 'pake', 'kuota', 'kasih', 'romance', 'tipiss', 'gin', 'pleaseee', 'kasih', 'mainlead', 'roncom', 'remajaaaaaa']",positif,"[0.6779512166976929, 0.2542695701122284, 0.06777918338775635]"
kang dedi mulyadi choi won young anak lanang drakor,Thu May 15 03:40:32 +0000 2025,"['kang', 'dedi', 'mulyadi', 'choi', 'won', 'young', 'anak', 'lanang', 'drakor']",netral,"[0.00023409722780343145, 0.9987510442733765, 0.001014827867038548]"
kang dedi mulyadi syuting kanada temen ku free dateng kesana biar hangout beneran dateng terima kasih banget karna spend time bareng break syuting go younjung,Mon May 19 03:05:58 +0000 2025,"['kang', 'dedi', 'mulyadi', 'syuting', 'kanada', 'temen', 'ku', 'free', 'dateng', 'kesana', 'biar', 'hangout', 'beneran', 'dateng', 'terima', 'kasih', 'banget', 'karna', 'spend', 'time', 'bareng', 'break', 'syuting', 'go', 'younjung']",positif,"[0.9940651655197144, 0.004996519070118666, 0.0009383204742334783]"
kang dedi mulyadi bae nara kabar gabung choi wooshik jung somin romcom sbs would you marry me rencana tayang paruh whos excited,Wed May 14 05:49:52 +0000 2025,"['kang', 'dedi', 'mulyadi', 'bae', 'nara', 'kabar', 'gabung', 'choi', 'wooshik', 'jung', 'somin', 'romcom', 'sbs', 'would', 'you', 'marry', 'me', 'rencana', 'tayang', 'paruh', 'whos', 'excited']",netral,"[0.0024563593324273825, 0.997319757938385, 0.00022386021737474948]"
kang dedi mulyadi park boyoung fanmeet seoul taipei bangkok amp macau,Wed May 14 03:54:34 +0000 2025,"['kang', 'dedi', 'mulyadi', 'park', 'boyoung', 'fanmeet', 'seoul', 'taipei', 'bangkok', 'amp', 'macau']",netral,"[0.00016799951845314354, 0.9996280670166016, 0.00020394976309034973]"
masuk barak iya akun second stalk dedy mulyadi,Fri May 09 07:28:40 +0000 2025,"['masuk', 'barak', 'iya', 'akun', 'second', 'stalk', 'dedy', 'mulyadi']",netral,"[8.980096754385158e-05, 0.999685525894165, 0.00022466595692094415]"
kang dedi mulyadi residen playbook jadiin foto wallpaper gakkk wallpaper hp drama yaaa kamsa kamsa,Sat May 17 13:21:19 +0000 2025,"['kang', 'dedi', 'mulyadi', 'residen', 'playbook', 'jadiin', 'foto', 'wallpaper', 'gakkk', 'wallpaper', 'hp', 'drama', 'yaaa', 'kamsa', 'kamsa']",netral,"[0.0001445452362531796, 0.9996500015258789, 0.00020548331667669117]"
kang dedi mulyadi residen playbook gertak sambal yiyoung beneran ngegigit,Sat May 17 16:38:25 +0000 2025,"['kang', 'dedi', 'mulyadi', 'residen', 'playbook', 'gertak', 'sambal', 'yiyoung', 'beneran', 'ngegigit']",negatif,"[0.0003751625772565603, 0.02391527034342289, 0.9757094979286194]"
kang dedi mulyadi resident playbook still cuts episode malem yiyoung udah pake cincin lamar kahh huaaaaaa,Sun May 18 06:50:15 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'still', 'cuts', 'episode', 'malem', 'yiyoung', 'udah', 'pake', 'cincin', 'lamar', 'kahh', 'huaaaaaa']",netral,"[0.0002337212790735066, 0.998921275138855, 0.0008450172608718276]"
kang dedi mulyadi princess pyo namkyung drama,Wed May 21 03:30:39 +0000 2025,"['kang', 'dedi', 'mulyadi', 'princess', 'pyo', 'namkyung', 'drama']",netral,"[0.013769569806754589, 0.9808016419410706, 0.005428881384432316]"
recent fav actoractress kang dedi mulyadi pokok suka sampe series tonton gapeduli worth itgak nya lihat mrk tertawa sender bucinin go minsi lee junyoung,Wed May 21 09:14:19 +0000 2025,"['recent', 'fav', 'actoractress', 'kang', 'dedi', 'mulyadi', 'pokok', 'suka', 'sampe', 'series', 'tonton', 'gapeduli', 'worth', 'itgak', 'nya', 'lihat', 'mrk', 'tertawa', 'sender', 'bucinin', 'go', 'minsi', 'lee', 'junyoung']",positif,"[0.9894213676452637, 0.008760363794863224, 0.0018182412022724748]"
kang dedi mulyadi resident playbook resident playbook tamat rating congrats team kelas tv kabel udah lumayan yaa gaesss,Mon May 19 00:09:56 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'resident', 'playbook', 'tamat', 'rating', 'congrats', 'team', 'kelas', 'tv', 'kabel', 'udah', 'lumayan', 'yaa', 'gaesss']",netral,"[0.05685514211654663, 0.9393545389175415, 0.0037902367766946554]"
gubernur jawa barat dedi mulyadi sorot berkat konten blusukan medsos bijak pemda jawa barat sosialisasi akun sosial media kang dedi mulyadi prof burhanmuhtadi ulas lengkap,Tue May 13 06:30:53 +0000 2025,"['gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'sorot', 'berkat', 'konten', 'blusukan', 'medsos', 'bijak', 'pemda', 'jawa', 'barat', 'sosialisasi', 'akun', 'sosial', 'media', 'kang', 'dedi', 'mulyadi', 'prof', 'burhanmuhtadi', 'ulas', 'lengkap']",netral,"[0.00269902846775949, 0.9969649910926819, 0.00033598841400817037]"
coba kasih game ter greenflag jagat kang dedi mulyadi an guys sangking greenflag nya sampe kaya a whole forest ill go first lee jang hyun from my dearest,Sun May 18 11:17:42 +0000 2025,"['coba', 'kasih', 'game', 'ter', 'greenflag', 'jagat', 'kang', 'dedi', 'mulyadi', 'an', 'guys', 'sangking', 'greenflag', 'nya', 'sampe', 'kaya', 'a', 'whole', 'forest', 'ill', 'go', 'first', 'lee', 'jang', 'hyun', 'from', 'my', 'dearest']",positif,"[0.9741324186325073, 0.02498835325241089, 0.0008791429572738707]"
can some of you guys stop producing policy take that are essentially jst vibing the kang dedi mulyadi vasektomi got a pushback ttg laki nama biopolitik hukum langgar bansos dst kait hukum biologis orba,Fri May 02 06:36:23 +0000 2025,"['can', 'some', 'of', 'you', 'guys', 'stop', 'producing', 'policy', 'take', 'that', 'are', 'essentially', 'jst', 'vibing', 'the', 'kang', 'dedi', 'mulyadi', 'vasektomi', 'got', 'a', 'pushback', 'ttg', 'laki', 'nama', 'biopolitik', 'hukum', 'langgar', 'bansos', 'dst', 'kait', 'hukum', 'biologis', 'orba']",netral,"[0.0002883471315726638, 0.9989256262779236, 0.0007860500481911004]"
kang dedi mulyadi garam manis jung garam hahaha by the way lihat drama jung garam,Sat May 17 10:54:02 +0000 2025,"['kang', 'dedi', 'mulyadi', 'garam', 'manis', 'jung', 'garam', 'hahaha', 'by', 'the', 'way', 'lihat', 'drama', 'jung', 'garam']",netral,"[0.00527586042881012, 0.9928977489471436, 0.0018263340461999178]"
kang dedi mulyadi jinyoung park boyoung ryu kyungsoo press conference drama our unwritten seoul tayang mei netflix,Wed May 21 07:31:14 +0000 2025,"['kang', 'dedi', 'mulyadi', 'jinyoung', 'park', 'boyoung', 'ryu', 'kyungsoo', 'press', 'conference', 'drama', 'our', 'unwritten', 'seoul', 'tayang', 'mei', 'netflix']",netral,"[0.00017955763905774802, 0.999674916267395, 0.0001455556193832308]"
kang dedi mulyadi resident playbook this is one of my favorite scene today haru prof seo prof geom sempat yiyoung ajar haru laku senior kasih junior,Sat May 17 17:06:16 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'this', 'is', 'one', 'of', 'my', 'favorite', 'scene', 'today', 'haru', 'prof', 'seo', 'prof', 'geom', 'sempat', 'yiyoung', 'ajar', 'haru', 'laku', 'senior', 'kasih', 'junior']",netral,"[0.18974615633487701, 0.808785080909729, 0.001468780217692256]"
nyala banget cuy cast kang dedi mulyadi show business dinner bareng mamah papah,Wed May 14 15:44:27 +0000 2025,"['nyala', 'banget', 'cuy', 'cast', 'kang', 'dedi', 'mulyadi', 'show', 'business', 'dinner', 'bareng', 'mamah', 'papah']",negatif,"[0.2632977366447449, 0.3558867871761322, 0.38081544637680054]"
kang dedi mulyadi the haunted palace butuh batu lindung batu lindung lindung sa ae lu yeori,Sun May 18 04:38:32 +0000 2025,"['kang', 'dedi', 'mulyadi', 'the', 'haunted', 'palace', 'butuh', 'batu', 'lindung', 'batu', 'lindung', 'lindung', 'sa', 'ae', 'lu', 'yeori']",netral,"[0.0006655750330537558, 0.9990565180778503, 0.0002778933267109096]"
habis mulyono terbit mulyadi ah nama sampean huruf o nya,Mon May 19 11:43:50 +0000 2025,"['habis', 'mulyono', 'terbit', 'mulyadi', 'ah', 'nama', 'sampean', 'huruf', 'o', 'nya']",netral,"[7.865399675210938e-05, 0.9996507167816162, 0.0002706691448111087]"
kang dedi mulyadi ciee madu singapore,Tue May 13 12:53:10 +0000 2025,"['kang', 'dedi', 'mulyadi', 'ciee', 'madu', 'singapore']",netral,"[0.19844631850719452, 0.8005626201629639, 0.0009910770459100604]"
kang dedi mulyadi resident playbook nunggunya nontonnya minggu asa kedip rasa mingdep udah tamat,Mon May 12 11:41:53 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'nunggunya', 'nontonnya', 'minggu', 'asa', 'kedip', 'rasa', 'mingdep', 'udah', 'tamat']",netral,"[0.0011818977072834969, 0.9734174609184265, 0.025400690734386444]"
resident playbook nanya scene gebu yulje episode ya thank u kang dedi mulyadi,Mon May 12 14:37:22 +0000 2025,"['resident', 'playbook', 'nanya', 'scene', 'gebu', 'yulje', 'episode', 'ya', 'thank', 'u', 'kang', 'dedi', 'mulyadi']",netral,"[0.0010489656124264002, 0.9987145662307739, 0.00023640235303901136]"
kang dedi mulyadi resident playbook pantesan kasih pacar episode pacar alay banget akwoakakakak mmf youngwon alay bikin tonton cengar cengir terus alayan,Sun May 11 15:56:23 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'pantesan', 'kasih', 'pacar', 'episode', 'pacar', 'alay', 'banget', 'akwoakakakak', 'mmf', 'youngwon', 'alay', 'bikin', 'tonton', 'cengar', 'cengir', 'terus', 'alayan']",negatif,"[5.4693693527951837e-05, 0.00014978792751207948, 0.9997954964637756]"
kang dedi mulyadi surat buka na pd resident playbook season selesai tolong buat lima variety show cast hospital playlist tolong banget maah mas ken lihat lima,Mon May 12 02:13:14 +0000 2025,"['kang', 'dedi', 'mulyadi', 'surat', 'buka', 'na', 'pd', 'resident', 'playbook', 'season', 'selesai', 'tolong', 'buat', 'lima', 'variety', 'show', 'cast', 'hospital', 'playlist', 'tolong', 'banget', 'maah', 'mas', 'ken', 'lihat', 'lima']",netral,"[0.00016092672012746334, 0.9996304512023926, 0.00020861761004198343]"
habis mulyono terbit mulyadi,Mon May 12 13:18:52 +0000 2025,"['habis', 'mulyono', 'terbit', 'mulyadi']",netral,"[9.143922216026112e-05, 0.9995643496513367, 0.00034421763848513365]"
kang dedi mulyadi dear hongrang review guys seru,Sun May 18 08:43:22 +0000 2025,"['kang', 'dedi', 'mulyadi', 'dear', 'hongrang', 'review', 'guys', 'seru']",positif,"[0.9993044137954712, 0.00039108304190449417, 0.0003044915501959622]"
kang dedi mulyadi dear hongrang kakek moyang moo taegu amp jung gyucheol,Sun May 18 13:57:54 +0000 2025,"['kang', 'dedi', 'mulyadi', 'dear', 'hongrang', 'kakek', 'moyang', 'moo', 'taegu', 'amp', 'jung', 'gyucheol']",netral,"[0.0005037339869886637, 0.9992857575416565, 0.00021051712974440306]"
kang dedi mulyadi resident playbook yiyoung misuh myeong langsung jawab tetep ngeselin,Mon May 12 08:22:55 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'yiyoung', 'misuh', 'myeong', 'langsung', 'jawab', 'tetep', 'ngeselin']",netral,"[0.00015410159539896995, 0.9996217489242554, 0.0002241594047518447]"
kang dedi mulyadi resident playbook tonton tinggal nunggu undang,Mon May 12 05:20:16 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'tonton', 'tinggal', 'nunggu', 'undang']",netral,"[0.00016168670845218003, 0.999537467956543, 0.00030088916537351906]"
kang dedi mulyadi woodohwan instagram update pas bal,Mon May 12 07:33:07 +0000 2025,"['kang', 'dedi', 'mulyadi', 'woodohwan', 'instagram', 'update', 'pas', 'bal']",netral,"[0.012246029451489449, 0.9873030781745911, 0.00045087438775226474]"
kang dedi mulyadi ges resident playbook syuting udah ya konten challenge gitu udah selesai ya keren ya engga bocor cast upload foto disosmed jg nahan upload foto syuting,Thu May 15 11:37:24 +0000 2025,"['kang', 'dedi', 'mulyadi', 'ges', 'resident', 'playbook', 'syuting', 'udah', 'ya', 'konten', 'challenge', 'gitu', 'udah', 'selesai', 'ya', 'keren', 'ya', 'engga', 'bocor', 'cast', 'upload', 'foto', 'disosmed', 'jg', 'nahan', 'upload', 'foto', 'syuting']",positif,"[0.8379219770431519, 0.16015028953552246, 0.0019277635728940368]"
malam netflix kang dedi mulyadi tastefully yours senin amp selasa,Mon May 12 10:06:10 +0000 2025,"['malam', 'netflix', 'kang', 'dedi', 'mulyadi', 'tastefully', 'yours', 'senin', 'amp', 'selasa']",netral,"[0.03408613055944443, 0.9648581743240356, 0.00105574622284621]"
kang dedi mulyadi cerita cewek temenan suka cowok whos excited set in,Wed May 14 05:07:22 +0000 2025,"['kang', 'dedi', 'mulyadi', 'cerita', 'cewek', 'temenan', 'suka', 'cowok', 'whos', 'excited', 'set', 'in']",positif,"[0.9977009892463684, 0.002103227423503995, 0.00019576928752940148]"
kang dedi mulyadi resident playbook sia abis foto jungsuk terima kasih jaga foto ngomongnya malu aduh lucu princess pyo plus yikyung foto bareng iksong jugaaa,Tue May 13 12:24:11 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'sia', 'abis', 'foto', 'jungsuk', 'terima', 'kasih', 'jaga', 'foto', 'ngomongnya', 'malu', 'aduh', 'lucu', 'princess', 'pyo', 'plus', 'yikyung', 'foto', 'bareng', 'iksong', 'jugaaa']",positif,"[0.9084299206733704, 0.0829005092382431, 0.008669612929224968]"
kang dedi bawa barak,Mon May 12 09:20:59 +0000 2025,"['kang', 'dedi', 'bawa', 'barak']",netral,"[0.25946044921875, 0.7396353483200073, 0.0009042504243552685]"
kang dedi mulyadi resident playbook pesona punggung tulang punggung,Wed May 14 13:55:32 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'pesona', 'punggung', 'tulang', 'punggung']",positif,"[0.6129453778266907, 0.38610681891441345, 0.0009477818966843188]"
kang dedi mulyadi resident playbook nyangka fase ragu love line engga trs denial ipar takut dowon gerak eh fase romantis alay orang,Mon May 12 11:02:08 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'nyangka', 'fase', 'ragu', 'love', 'line', 'engga', 'trs', 'denial', 'ipar', 'takut', 'dowon', 'gerak', 'eh', 'fase', 'romantis', 'alay', 'orang']",negatif,"[0.0001888524420792237, 0.0010650091571733356, 0.9987461566925049]"
spill scene kang dedi mulyadi ikonik banget,Mon May 12 02:02:31 +0000 2025,"['spill', 'scene', 'kang', 'dedi', 'mulyadi', 'ikonik', 'banget']",positif,"[0.99835205078125, 0.001000199350528419, 0.0006477453862316906]"
resident playbook kang dedi mulyadi cameo resident playbook favorit guys,Mon May 12 10:17:19 +0000 2025,"['resident', 'playbook', 'kang', 'dedi', 'mulyadi', 'cameo', 'resident', 'playbook', 'favorit', 'guys']",netral,"[0.005402262322604656, 0.9939879179000854, 0.000609786540735513]"
kang dedi mulyadi top hallyu stars released by ministry of culture sports and tourism lee min ho gong yoo song hye kyo lee jong suk hyun bin jun ji hyun ma seok iu cha eun woo,Wed May 14 12:40:10 +0000 2025,"['kang', 'dedi', 'mulyadi', 'top', 'hallyu', 'stars', 'released', 'by', 'ministry', 'of', 'culture', 'sports', 'and', 'tourism', 'lee', 'min', 'ho', 'gong', 'yoo', 'song', 'hye', 'kyo', 'lee', 'jong', 'suk', 'hyun', 'bin', 'jun', 'ji', 'hyun', 'ma', 'seok', 'iu', 'cha', 'eun', 'woo']",netral,"[0.002122359350323677, 0.997687816619873, 0.00018982213805429637]"
kang dedi mulyadi cast musical stage play shakespeare in love nih guys tabur bintang reuni nih,Sat May 17 03:45:30 +0000 2025,"['kang', 'dedi', 'mulyadi', 'cast', 'musical', 'stage', 'play', 'shakespeare', 'in', 'love', 'nih', 'guys', 'tabur', 'bintang', 'reuni', 'nih']",netral,"[0.00016024945944081992, 0.9996541738510132, 0.00018558159354142845]"
kang dedi mulyadi resident playbook yiyoungdowon tau namkyung bikin ketawa banget sih bayang reaksi namkyung kaya ekspresif,Wed May 14 08:57:19 +0000 2025,"['kang', 'dedi', 'mulyadi', 'resident', 'playbook', 'yiyoungdowon', 'tau', 'namkyung', 'bikin', 'ketawa', 'banget', 'sih', 'bayang', 'reaksi', 'namkyung', 'kaya', 'ekspresif']",positif,"[0.9985840320587158, 0.000816359999589622, 0.0005995681858621538]"
kang dedi mulyadi upcoming kmovie drakor latar belakang jadul whos excited tayang udah trust issue ni love untangled one hundred memories,Wed May 14 04:47:47 +0000 2025,"['kang', 'dedi', 'mulyadi', 'upcoming', 'kmovie', 'drakor', 'latar', 'belakang', 'jadul', 'whos', 'excited', 'tayang', 'udah', 'trust', 'issue', 'ni', 'love', 'untangled', 'one', 'hundred', 'memories']",netral,"[0.00023601972497999668, 0.999505877494812, 0.0002580975415185094]"
